,Start,End,Type,time,pollution
470,Chromium,Argon,Car,208.96999999999986,10.448499999999992
471,Barium,Cesium,Car,169.93999999999994,8.496999999999996
472,Sulfur,Neon,Walk,480.9800000000001,0.0
473,Tungsten,Rhenium,Walk,953.4999999999995,0.0
474,Niobium,Molybdenum,Walk,460.74000000000035,0.0
475,Yttrium,Arsenic,Car,175.48999999999995,8.774499999999998
476,Francium,Radium,Walk,890.849999999999,0.0
477,Copper,Zinc,Car,171.1500000000001,8.557500000000005
478,Tin,Antimony,Car,184.64,9.232
479,Manganese,Iron,Car,196.70600000000002,9.8353
480,Chlorine,Argon,Walk,364.2699999999997,0.0
481,Sodium,Magnesium,Car,173.25999999999982,8.66299999999999
482,Calcium,Iron,Car,202.40999999999988,10.120499999999995
483,Sodium,Boron,Walk,439.77000000000015,0.0
484,Sodium,Boron,Car,178.27999999999992,8.913999999999996
485,Magnesium,Sodium,Walk,396.6769999999999,0.0
486,Scandium,Calcium,Walk,472.80999999999966,0.0
487,Tellurium,Cerium,Walk,364.93999999999954,0.0
488,Vanadium,Titanium,Walk,436.5033333333331,0.0
489,Rhenium,Tungsten,Walk,1265.1100000000004,0.0
490,Boron,Sodium,Car,206.36999999999998,10.318499999999998
491,Zirconium,Selenium,Car,213.9191666666666,10.69595833333333
492,Zinc,Copper,Car,244.5699999999999,12.228499999999995
493,Lanthanum,Antimony,Car,185.85000000000016,9.292500000000008
494,Lutetium,Iridium,Car,430.99999999999983,21.54999999999999
495,Ytterbium,Lutetium,Car,420.67166666666674,21.033583333333336
496,Polonium,Platinum,Car,435.8200000000003,21.79100000000001
497,Oxygen,Nitrogen,Walk,397.6699999999997,0.0
498,Chromium,Zinc,Car,209.77999999999986,10.488999999999992
499,Hafnium,Lutetium,Walk,851.1800000000013,0.0
500,Tungsten,Mercury,Car,536.0700000000004,26.80350000000002
501,Yttrium,Strontium,Walk,391.0899999999999,0.0
502,Lead,Osmium,Walk,1188.0599999999986,0.0
503,Radium,Actinium,Walk,895.4,0.0
504,Rhodium,Yttrium,Walk,418.92999999999995,0.0
505,Plutonium,Americium,Walk,934.6700000000004,0.0
506,Neon,Fluorine,Walk,346.5840000000001,0.0
507,Tin,Antimony,Walk,362.8899999999997,0.0
508,Indium,Cesium,Walk,420.93999999999994,0.0
509,Copper,Vanadium,Walk,447.48999999999984,0.0
510,Hafnium,Platinum,Walk,969.221333333334,0.0
511,Zinc,Chromium,Walk,429.3999999999997,0.0
512,Bromine,Niobium,Walk,486.80749999999983,0.0
513,Nitrogen,Aluminum,Walk,463.83,0.0
514,Palladium,Rhodium,Car,206.8599999999999,10.342999999999995
515,Lutetium,Terbium,Walk,1172.3499999999985,0.0
516,Gallium,Germanium,Walk,369.1,0.0
517,Niobium,Molybdenum,Car,200.53449999999987,10.026724999999994
518,Yttrium,Strontium,Car,174.1599999999999,8.707999999999995
519,Tungsten,Rhenium,Car,558.031666666667,27.901583333333345
520,Praseodymium,Cerium,Car,233.17000000000004,11.658500000000002
521,Osmium,Ytterbium,Car,436.91499999999996,21.84575
522,Europium,Thulium,Walk,883.4099999999999,0.0
523,Neptunium,Francium,Walk,1061.962571428572,0.0
524,Oxygen,Helium,Car,242.27000000000004,12.113500000000002
525,Lithium,Beryllium,Walk,423.44500000000016,0.0
526,Thorium,Curium,Car,516.0200000000002,25.801000000000013
527,Gallium,Manganese,Walk,361.99,0.0
528,Xenon,Cadmium,Walk,475.8839999999995,0.0
529,Phosphorus,Sulfur,Walk,463.90000000000003,0.0
530,Sodium,Neon,Walk,491.82000000000005,0.0
531,Bismuth,Actinium,Walk,896.9608333333338,0.0
532,Ruthenium,Technetium,Walk,328.5,0.0
533,Iridium,Lutetium,Walk,1220.7299999999996,0.0
534,Bromine,Krypton,Walk,493.6565476190476,0.0
535,Barium,Samarium,Car,166.70000000000002,8.335
536,Ytterbium,Osmium,Car,434.01999999999975,21.700999999999986
537,Bromine,Selenium,Walk,477.6899999999997,0.0
538,Xenon,Iodine,Walk,483.83399999999983,0.0
539,Copper,Nickel,Car,145.75000000000006,7.287500000000002
540,Protactinium,Astatine,Car,542.0999999999999,27.104999999999997
541,Terbium,Lutetium,Walk,1040.7900000000013,0.0
542,Scandium,Cobalt,Walk,468.3499999999996,0.0
543,Potassium,Aluminum,Car,170.98333333333312,8.549166666666656
544,Indium,Cesium,Car,205.22999999999993,10.261499999999996
545,Bismuth,Actinium,Car,630.185,31.509249999999998
546,Copper,Nickel,Walk,470.8799999999999,0.0
547,Thulium,Europium,Walk,916.2800000000003,0.0
548,Cadmium,Silver,Car,213.29999999999987,10.664999999999994
549,Molybdenum,Cadmium,Walk,453.06399999999996,0.0
550,Beryllium,Boron,Car,164.40833333333336,8.220416666666667
551,Barium,Tin,Walk,311.17999999999984,0.0
552,Cadmium,Xenon,Walk,426.33999999999963,0.0
553,Magnesium,Argon,Car,153.70999999999998,7.685499999999999
554,Xenon,Iodine,Car,227.34999999999985,11.367499999999993
555,Europium,Lanthanum,Car,188.20999999999995,9.410499999999997
556,Europium,Lanthanum,Walk,451.1200000000001,0.0
557,Silicon,Calcium,Walk,436.9100000000001,0.0
558,Protactinium,Uranium,Car,577.0308333333329,28.851541666666645
559,Polonium,Platinum,Walk,780.5100000000003,0.0
560,Oxygen,Fluorine,Walk,418.0599999999998,0.0
561,Calcium,Iron,Walk,441.63999999999976,0.0
562,Hafnium,Lutetium,Car,483.58499999999964,24.179249999999982
563,Neodymium,Dysprosium,Car,248.5369999999999,12.426849999999995
564,Lead,Thallium,Car,577.2700000000002,28.863500000000013
565,Silicon,Oxygen,Walk,416.9200000000002,0.0
566,Lutetium,Terbium,Car,440.4000000000001,22.020000000000003
567,Arsenic,Cobalt,Car,194.9174999999999,9.745874999999995
568,Rhodium,Palladium,Walk,427.92999999999995,0.0
569,Tin,Barium,Car,194.15,9.7075
570,Vanadium,Chlorine,Walk,440.863333333333,0.0
571,Antimony,Tin,Walk,324.5200000000001,0.0
572,Thallium,Rhenium,Walk,1046.8549999999998,0.0
573,Plutonium,Neptunium,Car,650.6000000000006,32.53000000000003
574,Aluminum,Silicon,Walk,401.9666666666665,0.0
575,Rhenium,Osmium,Car,608.0099999999996,30.400499999999983
576,Sodium,Chlorine,Walk,461.88000000000005,0.0
577,Samarium,Europium,Walk,1188.378333333333,0.0
578,Rhenium,Thallium,Walk,1235.4600000000005,0.0
579,Neon,Beryllium,Car,170.16999999999985,8.508499999999993
580,Rubidium,Technetium,Car,218.9833333333332,10.949166666666661
581,Tellurium,Iodine,Walk,377.87999999999994,0.0
582,Zinc,Krypton,Walk,421.6999999999998,0.0
583,Actinium,Radium,Walk,1139.8299999999992,0.0
584,Promethium,Cesium,Walk,418.63450000000006,0.0
585,Palladium,Silver,Car,200.3099999999999,10.015499999999996
586,Fluorine,Phosphorus,Car,233.05999999999986,11.652999999999993
587,Argon,Chromium,Walk,388.3200000000002,0.0
588,Tellurium,Cerium,Car,238.97599999999971,11.948799999999984
589,Lithium,Beryllium,Car,166.65333333333336,8.332666666666668
590,Cerium,Gadolinium,Walk,444.3199999999996,0.0
591,Scandium,Phosphorus,Walk,487.1199999999997,0.0
592,Chlorine,Sodium,Car,180.1999999999999,9.009999999999996
593,Uranium,Radon,Car,590.8900000000001,29.544500000000006
594,Holmium,Tantalum,Car,544.9900000000001,27.24950000000001
595,Silicon,Calcium,Car,224.5999999999999,11.229999999999995
596,Titanium,Scandium,Car,203.9999999999999,10.199999999999994
597,Thulium,Ytterbium,Car,481.3700000000003,24.068500000000014
598,Gold,Mercury,Car,563.1500000000004,28.157500000000024
599,Titanium,Sulfur,Car,206.75999999999988,10.337999999999992
600,Iridium,Bismuth,Walk,1156.4899999999993,0.0
601,Thallium,Lead,Car,497.56,24.878
602,Neodymium,Xenon,Car,254.94999999999976,12.747499999999988
603,Silver,Cadmium,Walk,368.81000000000023,0.0
604,Oxygen,Nitrogen,Car,242.80000000000015,12.140000000000008
605,Calcium,Silicon,Walk,454.7116666666668,0.0
606,Palladium,Silver,Walk,383.38000000000005,0.0
607,Polonium,Thorium,Car,441.3866666666669,22.069333333333343
608,Neon,Sodium,Car,181.3799999999999,9.068999999999996
609,Niobium,Silver,Car,204.6266666666667,10.231333333333334
610,Sodium,Neon,Car,187.36333333333326,9.368166666666662
611,Francium,Radium,Car,557.43,27.871499999999997
612,Vanadium,Copper,Car,183.90999999999988,9.195499999999994
613,Dysprosium,Neodymium,Walk,500.37000000000063,0.0
614,Gold,Tantalum,Car,536.6800000000001,26.834000000000007
615,Boron,Beryllium,Car,209.0199999999999,10.450999999999995
616,Thorium,Actinium,Car,501.48999999999984,25.074499999999993
617,Praseodymium,Iodine,Car,250.48000000000013,12.524000000000006
618,Gadolinium,Cerium,Walk,487.14999999999935,0.0
619,Chlorine,Sulfur,Car,180.83,9.041500000000001
620,Rhenium,Thallium,Car,588.5199999999994,29.425999999999974
621,Cesium,Indium,Car,240.36999999999972,12.018499999999985
622,Bromine,Krypton,Car,198.93999999999986,9.946999999999992
623,Titanium,Nickel,Walk,414.225,0.0
624,Radium,Lead,Car,624.6576666666664,31.23288333333332
625,Cadmium,Molybdenum,Walk,429.53000000000003,0.0
626,Tantalum,Tungsten,Car,391.8199999999997,19.590999999999987
627,Gold,Mercury,Walk,910.18,0.0
628,Erbium,Tungsten,Car,612.9200000000002,30.646000000000008
629,Fluorine,Oxygen,Walk,501.1500000000001,0.0
630,Nickel,Selenium,Car,253.71149999999977,12.68557499999999
631,Boron,Carbon,Walk,437.3999999999998,0.0
632,Platinum,Polonium,Walk,1140.4800000000002,0.0
633,Titanium,Nickel,Car,196.14666666666668,9.807333333333334
634,Erbium,Samarium,Car,590.7366666666663,29.536833333333316
635,Scandium,Calcium,Car,202.8999999999999,10.144999999999994
636,Sodium,Chlorine,Car,172.35999999999987,8.617999999999993
637,Lead,Bismuth,Walk,1127.2500000000002,0.0
638,Germanium,Gallium,Walk,441.19666666666654,0.0
639,Lanthanum,Cerium,Walk,397.3400000000002,0.0
640,Helium,Lithium,Car,173.16,8.658
641,Krypton,Molybdenum,Car,174.2399999999999,8.711999999999994
642,Antimony,Lanthanum,Car,203.69666666666654,10.184833333333327
643,Germanium,Gallium,Car,217.81999999999994,10.890999999999996
644,Osmium,Lead,Car,446.1099999999995,22.305499999999974
645,Ytterbium,Gadolinium,Car,371.20000000000005,18.560000000000002
646,Cobalt,Arsenic,Car,202.73999999999995,10.136999999999999
647,Lutetium,Ytterbium,Car,409.83366666666666,20.49168333333333
648,Tin,Indium,Car,166.11000000000007,8.305500000000004
649,Iron,Manganese,Car,253.36000000000007,12.668000000000005
650,Selenium,Bromine,Walk,421.235,0.0
651,Bismuth,Polonium,Car,590.2533333333328,29.512666666666636
652,Lead,Bismuth,Car,622.4300000000004,31.12150000000002
653,Thallium,Rhenium,Car,499.40000000000026,24.970000000000013
654,Fluorine,Lithium,Car,221.63999999999996,11.081999999999999
655,Cerium,Tellurium,Car,175.86,8.793000000000001
656,Osmium,Iridium,Car,440.97966666666616,22.048983333333307
657,Helium,Oxygen,Car,172.19999999999993,8.609999999999996
658,Beryllium,Neon,Bus,240.0,2.4
659,Neon,Beryllium,Bus,240.0,2.4
660,Neon,Sulfur,Bus,240.0,2.4
661,Sulfur,Neon,Bus,240.0,2.4
662,Sulfur,Titanium,Bus,240.0,2.4
663,Titanium,Sulfur,Bus,240.0,2.4
664,Titanium,Nickel,Bus,240.0,2.4
665,Nickel,Titanium,Bus,240.0,2.4
666,Nickel,Selenium,Bus,240.0,2.4
667,Selenium,Nickel,Bus,240.0,2.4
668,Selenium,Zirconium,Bus,240.0,2.4
669,Zirconium,Selenium,Bus,240.0,2.4
670,Zirconium,Palladium,Bus,240.0,2.4
671,Palladium,Zirconium,Bus,240.0,2.4
672,Palladium,Tellurium,Bus,240.0,2.4
673,Tellurium,Palladium,Bus,240.0,2.4
674,Tellurium,Cerium,Bus,240.0,2.4
675,Cerium,Tellurium,Bus,240.0,2.4
676,Cerium,Gadolinium,Bus,240.0,2.4
677,Gadolinium,Cerium,Bus,240.0,2.4
678,Gadolinium,Ytterbium,Bus,240.0,2.4
679,Ytterbium,Gadolinium,Bus,240.0,2.4
680,Ytterbium,Osmium,Bus,240.0,2.4
681,Osmium,Ytterbium,Bus,240.0,2.4
682,Osmium,Lead,Bus,240.0,2.4
683,Lead,Osmium,Bus,240.0,2.4
684,Lead,Radium,Bus,240.0,2.4
685,Radium,Lead,Bus,240.0,2.4
686,Radium,Plutonium,Bus,240.0,2.4
687,Plutonium,Radium,Bus,240.0,2.4
